1;1;1;0,4;741.9;4;13,5
1;1;4;0,8;741.0;3;16,7
1;1;7;1;739.9;3;17,1
1;1;10;1,5;739.3;3;18,8
1;1;13;2,2;739.3;3;11,7
1;1;16;1,9;738.7;2;16,5
1;1;19;1,4;738.3;2;26,1
1;1;22;1,4;737.5;2;24,9
2;1;1;1,3;736.5;3;22,3
2;1;4;1,3;735.2;2;31,6
2;1;7;1,1;733.8;3;33,6
2;1;10;0,8;733.5;3;29,7
2;1;13;1,4;733.8;2;26,1
2;1;16;1,3;734.2;1;28,8
2;1;19;0,6;734.2;1;31,8
2;1;22;-0,1;734.0;2;51,4
3;1;1;-1;733.9;2;47,9
3;1;4;-1,3;733.9;1;33,6
3;1;7;-2,2;733.9;1;29,5
3;1;10;-5,4;735.0;4;25,3
3;1;13;-6,3;735.9;3;13,7
3;1;16;-7;736.4;2;18,6
3;1;19;-8,4;737.2;3;20,1
3;1;22;-11,5;738.1;3;15,9
4;1;1;-14,3;739.2;1;9,8
4;1;4;-14,5;739.0;1;5,4
4;1;7;-15,1;739.2;1;6,8
4;1;10;-15;739.3;2;4,9
4;1;13;-13,4;739.0;3;0
4;1;16;-12;738.9;2;0
4;1;19;-11,2;738.4;2;0
4;1;22;-10,2;737.2;3;0,5
5;1;1;-8,9;735.7;3;14,2
5;1;4;-8,9;734.8;3;19,5
5;1;7;-9,3;735.2;3;22,5
5;1;10;-10,7;736.6;3;16,4
5;1;13;-11,1;738.4;3;14,8
5;1;16;-12,8;740.7;3;14
5;1;19;-14,5;743.5;3;15,4
5;1;22;-18;745.8;4;15,6
6;1;1;-18,6;748.2;3;15,3
6;1;4;-20;750.1;4;15
6;1;7;-23;752.0;3;29,7
6;1;10;-24,9;754.3;3;23,2
6;1;13;-24,8;756.3;3;13
6;1;16;-25,6;757.7;4;27,9
6;1;19;-26,7;759.1;3;42,7
6;1;22;-27,5;760.0;3;30,6
7;1;1;-27,7;760.6;2;28
7;1;4;-28,3;760.4;3;32,4
7;1;7;-28,6;759.7;3;33,1
7;1;10;-29,6;759.2;3;28
7;1;13;-28,2;758.4;2;27,1
7;1;16;-24,6;757.0;2;45,7
7;1;19;-26,2;757.3;3;57,4
7;1;22;-27,8;757.3;2;53,3
8;1;1;-28,2;757.5;2;38,9
8;1;4;-28,6;757.6;3;33
8;1;7;-29,6;757.9;2;28,7
8;1;10;-30;758.8;2;19,5
8;1;13;-26,6;759.3;2;13,2
8;1;16;-22,9;758.8;2;12,7
8;1;19;-24,2;759.2;2;17,9
8;1;22;-25,4;758.7;1;16
9;1;1;-26,8;758.8;2;15,7
9;1;4;-28,1;758.2;1;20,6
9;1;7;-28,7;757.8;1;18,8
9;1;10;-28,3;757.3;0;28,1
9;1;13;-24,7;757.3;1;31,7
9;1;16;-22,1;756.1;1;49,4
9;1;19;-21,6;756.4;0;38,2
9;1;22;-20,1;755.4;1;32,2
10;1;1;-18,9;754.9;2;31,3
10;1;4;-16,5;754.4;2;41,8
10;1;7;-14,4;754.0;1;53,4
10;1;10;-12,1;754.4;1;63,3
10;1;13;-9,5;754.5;2;53,7
10;1;16;-8,3;754.3;2;56,7
10;1;19;-8,2;754.4;2;49
10;1;22;-7;754.3;2;43,6
11;1;1;-6,9;755.0;3;26,9
11;1;4;-7,1;755.2;2;21,2
11;1;7;-7,5;754.8;3;15,8
11;1;10;-8,2;755.0;3;32,2
11;1;13;-9,3;755.3;2;14,4
11;1;16;-10;755.0;2;21,1
11;1;19;-12,6;754.6;2;50,7
11;1;22;-12,1;754.2;2;22,3
12;1;1;-11,8;753.5;3;9
12;1;4;-11,5;752.5;1;7,6
12;1;7;-13,4;751.0;1;11
12;1;10;-10;749.2;3;16,3
12;1;13;-9,6;747.7;3;19,9
12;1;16;-9,3;745.6;3;23,9
12;1;19;-8,4;743.5;2;31,3
12;1;22;-7,1;740.8;2;43,6
13;1;1;-5,1;740.0;1;43,2
13;1;4;-2,7;741.4;2;52,2
13;1;7;-3,3;742.0;2;48,2
13;1;10;-3,4;742.9;2;45,1
13;1;13;-3,4;744.0;3;29,7
13;1;16;-3,2;744.5;3;24,9
13;1;19;-4,1;745.2;1;37,8
13;1;22;-4,7;745.9;2;41,8
14;1;1;-5,5;746.6;2;40
14;1;4;-7,1;747.3;2;42,5
14;1;7;-6,1;747.4;2;42,8
14;1;10;-4,8;747.4;3;29,7
14;1;13;-3,4;747.7;4;15,1
14;1;16;-2,9;748.0;4;15,1
14;1;19;-2,4;747.6;4;24,8
14;1;22;-2,4;747.4;5;26,4
15;1;1;-2,7;747.1;5;18,9
15;1;4;-2,3;747.0;4;18,2
15;1;7;-2,2;746.2;6;15,6
15;1;10;-2,3;746.7;4;17
15;1;13;-2,5;747.5;4;6,2
15;1;16;-2;748.2;4;3,9
15;1;19;-2,4;749.0;3;2,6
15;1;22;-2,4;749.6;3;0,9
16;1;1;-2,8;750.4;2;0
16;1;4;-3,5;751.3;2;0
16;1;7;-3,7;751.6;2;2,4
16;1;10;-3,6;753.1;1;9,4
16;1;13;-2,3;754.0;1;8,1
16;1;16;-1,6;755.0;1;10
16;1;19;-2,3;755.8;1;14
16;1;22;-2,4;756.7;1;12,9
17;1;1;-2,5;757.4;1;12,2
17;1;4;-2,6;758.2;2;12,2
17;1;7;-2,7;758.4;2;11,3
17;1;10;-4,1;759.1;2;6,6
17;1;13;-5;759.8;1;0
17;1;16;-3,8;760.4;1;0
17;1;19;-5;760.9;1;0
17;1;22;-6;761.2;0;0
18;1;1;-5,9;761.5;0;1,4
18;1;4;-5,1;762.1;1;0
18;1;7;-4,9;762.0;2;3,2
18;1;10;-5,8;762.7;3;5,2
18;1;13;-6,1;763.3;3;0
18;1;16;-4,5;762.5;2;1,5
18;1;19;-8,1;761.8;2;11,1
18;1;22;-6,6;760.9;1;9,3
19;1;1;-6,1;759.7;2;4,7
19;1;4;-5,2;758.8;2;6,6
19;1;7;-4,6;757.6;3;8,6
19;1;10;-4,7;756.4;3;8,1
19;1;13;-3,8;755.0;4;6,3
19;1;16;-3;753.0;4;14,2
19;1;19;-2,8;751.6;4;22,4
19;1;22;-3,1;749.9;4;17,1
20;1;1;-3,3;748.3;4;15,6
20;1;4;-3,4;746.2;4;12,6
20;1;7;-2,6;745.6;3;10,9
20;1;10;-1,7;745.2;3;10,1
20;1;13;0,4;745.9;4;6
20;1;16;-0,4;746.6;5;5
20;1;19;-2,8;747.7;2;6,1
20;1;22;-5,9;747.9;2;2,8
21;1;1;-5,4;747.3;1;1,1
21;1;4;-6,3;745.8;2;0
21;1;7;-8,2;744.2;2;0,4
21;1;10;-3,6;743.8;3;0
21;1;13;-2,2;743.8;3;0
21;1;16;-2,3;744.2;5;0
21;1;19;-4,2;745.9;3;9
21;1;22;-5,5;747.9;4;7,9
22;1;1;-6,3;749.8;3;9,5
22;1;4;-7,2;750.6;4;13
22;1;7;-8,2;750.8;4;13,7
22;1;10;-8,1;750.9;3;15,7
22;1;13;-5;749.9;3;11,7
22;1;16;-2,8;748.2;3;6,7
22;1;19;-3,4;746.8;2;0,1
22;1;22;-1,8;747.2;4;0
23;1;1;-1,9;748.6;3;0
23;1;4;-2,9;748.9;1;2,4
23;1;7;-2,7;748.6;1;3,7
23;1;10;-2,8;748.1;1;2
23;1;13;0,8;747.5;2;0
23;1;16;1,4;746.0;3;1,5
23;1;19;1;744.9;2;10,4
23;1;22;0,6;744.0;4;10,8
24;1;1;-0,2;743.3;2;10,4
24;1;4;-0,6;742.1;3;6,4
24;1;7;-0,8;741.1;3;0
24;1;10;-1,2;740.6;3;0
24;1;13;0,1;740.6;2;0
24;1;16;0,7;740.8;3;0
24;1;19;0,4;741.5;2;0
24;1;22;-0,8;742.2;2;2,2
25;1;1;-5,5;744.2;4;4,8
25;1;4;-7,2;746.1;4;12,9
25;1;7;-8,8;748.4;5;32,3
25;1;10;-11,6;751.3;4;35,6
25;1;13;-11;753.7;5;17,9
25;1;16;-11,2;755.4;4;25,4
25;1;19;-14,1;757.6;4;39,6
25;1;22;-16,6;759.3;2;37,2
26;1;1;-19,2;760.5;2;24,9
26;1;4;-20,5;760.9;2;15,3
26;1;7;-21,4;761.0;2;11
26;1;10;-21,6;760.5;2;10,4
26;1;13;-16,1;759.0;1;0
26;1;16;-13,1;756.7;2;0
26;1;19;-12,4;753.8;2;6,7
26;1;22;-11,7;749.8;3;11,7
27;1;1;-10,6;748.3;1;8
27;1;4;-9,2;748.1;2;6,3
27;1;7;-8,4;748.7;2;4
27;1;10;-7,4;749.6;2;1,8
27;1;13;-5,1;750.7;2;0
27;1;16;-2,7;751.5;3;0
27;1;19;-2,7;752.8;2;1,1
27;1;22;-2,8;754.0;2;7,7
28;1;1;-2,5;754.7;1;8,7
28;1;4;-2,5;755.2;2;11,2
28;1;7;-2,8;755.4;1;17,1
28;1;10;-2,6;756.2;2;15,2
28;1;13;-2;756.7;2;11,1
28;1;16;-2,7;757.2;2;26,3
28;1;19;-3,9;758.5;2;42,2
28;1;22;-5,8;760.2;2;27,9
29;1;1;-6,9;761.4;2;42
29;1;4;-7,9;762.2;2;37,5
29;1;7;-9,1;763.0;1;35,8
29;1;10;-11,4;763.9;1;34
29;1;13;-9,6;764.2;2;30,8
29;1;16;-8;763.6;2;32,5
29;1;19;-10,8;764.1;2;43,3
29;1;22;-12;763.9;2;47,9
30;1;1;-13,2;763.8;2;47,2
30;1;4;-15;763.6;2;53,1
30;1;7;-15,8;763.2;3;74
30;1;10;-16,6;762.9;3;86,5
30;1;13;-11;762.3;3;89,8
30;1;16;-8;761.2;4;90
30;1;19;-10,2;760.5;3;80,7
30;1;22;-12,3;759.8;3;57,1
31;1;1;-13,9;759.3;2;76,2
31;1;4;-14,9;758.2;2;88,4
31;1;7;-13,4;757.1;2;65,4
31;1;10;-11,9;756.5;2;45,5
31;1;13;-10,2;756.1;2;7,7
31;1;16;-8,3;755.1;3;9,5
31;1;19;-8,3;754.6;1;9,2
31;1;22;-7,9;753.7;2;0
1;2;1;-7,6;752.8;2;15,6
1;2;4;-6,6;751.9;2;17,9
1;2;7;-5,9;750.9;2;22,5
1;2;10;-4,5;751.0;2;18,1
1;2;13;-2,2;751.0;3;17
1;2;16;-1,1;750.7;3;23
1;2;19;-2,4;751.1;3;24,1
1;2;22;-2,7;751.2;4;15,8
2;2;1;-2,9;751.8;3;10,2
2;2;4;-6,4;753.7;3;2,5
2;2;7;-8,5;755.0;4;0,3
2;2;10;-10;756.3;3;3,5
2;2;13;-7,6;757.2;4;0
2;2;16;-5,7;757.2;3;3,7
2;2;19;-8,3;757.8;1;23,3
2;2;22;-10,4;758.2;2;28,9
3;2;1;-14;758.2;1;34,6
3;2;4;-14,5;757.9;0;29,1
3;2;7;-16,9;757.6;0;27,9
3;2;10;-14,2;757.0;1;33,6
3;2;13;-8,4;756.5;1;21,3
3;2;16;-6,9;755.2;2;29,2
3;2;19;-11,2;754.6;0;42
3;2;22;-13;754.4;1;38,1
4;2;1;-14,7;754.0;1;33,5
4;2;4;-15,8;753.1;1;31,8
4;2;7;-16,5;752.6;1;33,5
4;2;10;-17,6;752.2;2;21,4
4;2;13;-14;751.6;2;15,9
4;2;16;-11,3;750.5;3;26,3
4;2;19;-10,6;749.9;2;49,7
4;2;22;-9,9;749.5;2;52,9
5;2;1;-10;748.9;3;33,5
5;2;4;-10,2;748.4;2;30,7
5;2;7;-10,3;748.3;2;26,4
5;2;10;-10,3;748.9;2;13,6
5;2;13;-10,3;749.3;2;7,8
5;2;16;-6,5;749.8;3;20,6
5;2;19;-9;751.2;3;41
5;2;22;-12;752.7;2;31,3
6;2;1;-14,9;754.0;2;13,8
6;2;4;-17;756.0;2;8,7
6;2;7;-14,6;757.6;2;12,6
6;2;10;-15,7;759.1;3;18,3
6;2;13;-14,4;760.1;3;21
6;2;16;-12,9;760.7;3;51,7
6;2;19;-15,2;761.5;2;68,5
6;2;22;-18,2;762.6;2;77,1
7;2;1;-20,4;763.9;2;63,6
7;2;4;-22,3;765.1;2;51,1
7;2;7;-23,6;766.1;2;25
7;2;10;-23,9;766.9;2;9,7
7;2;13;-19,7;767.8;2;8,3
7;2;16;-15,8;768.3;3;18,2
7;2;19;-16,9;768.7;2;33
7;2;22;-19,6;769.1;2;27
8;2;1;-20,2;769.0;2;22,1
8;2;4;-20,9;768.6;1;10,2
8;2;7;-22;767.9;1;0
8;2;10;-16,6;767.1;2;0
8;2;13;-14,2;766.9;3;10,1
8;2;16;-11,9;766.9;3;35
8;2;19;-12,7;767.2;2;72,6
8;2;22;-14,1;767.1;3;46
9;2;1;-12,9;766.6;3;17,9
9;2;4;-11,8;766.6;2;12
9;2;7;-11,7;766.2;2;0
9;2;10;-10,3;765.8;2;0
9;2;13;-7,3;765.8;2;1,6
9;2;16;-4,6;765.5;2;15,1
9;2;19;-5;765.5;2;14,6
9;2;22;-4,9;765.4;2;17
10;2;1;-4;765.5;2;21,6
10;2;4;-3,4;765.6;2;24,9
10;2;7;-3;765.3;2;22,7
10;2;10;-3,4;765.2;3;15,8
10;2;13;-2,1;764.4;3;14
10;2;16;-1,2;763.9;4;17,6
10;2;19;-2,9;764.4;4;39,1
10;2;22;-2,7;764.3;3;36,5
11;2;1;-2,2;764.2;3;28,9
11;2;4;-1,6;764.3;3;20,6
11;2;7;-2;764.2;2;10,6
11;2;10;-1,9;764.6;2;1,1
11;2;13;0;764.6;3;0
11;2;16;1,9;763.6;3;0
11;2;19;-0,4;763.6;3;0
11;2;22;-1;763.1;2;0
12;2;1;-2,8;763.0;4;2,8
12;2;4;-3,9;762.8;2;5,1
12;2;7;-3,6;762.2;2;7,3
12;2;10;-3,8;762.1;1;8,6
12;2;13;-2,7;761.9;3;20,9
12;2;16;-3;761.8;2;24,1
12;2;19;-4,4;762.2;3;35,9
12;2;22;-5,5;762.7;2;18,5
13;2;1;-5,7;762.4;2;18,7
13;2;4;-5,9;762.1;2;26,3
13;2;7;-6,7;761.2;1;31,5
13;2;10;-7,8;760.1;1;51,2
13;2;13;-6,5;758.8;3;66,1
13;2;16;-7,9;756.6;3;74,6
13;2;19;-8,4;754.6;3;66,4
13;2;22;-7,4;752.5;3;59,7
14;2;1;-6,3;750.0;2;59,4
14;2;4;-5,1;746.6;3;63,5
14;2;7;-4,5;742.4;4;54,1
14;2;10;-2,8;738.7;3;47,9
14;2;13;1,6;737.7;5;65,2
14;2;16;2,7;739.0;6;68,9
14;2;19;2,3;742.2;7;78,7
14;2;22;1,2;744.7;5;65
15;2;1;0;747.0;5;47,7
15;2;4;-1,1;748.5;3;51
15;2;7;-1,6;750.2;4;51
15;2;10;-1,8;752.3;4;35,6
15;2;13;-1,4;754.4;5;30,7
15;2;16;-1,1;755.2;4;27,6
15;2;19;-3,3;757.5;4;47,7
15;2;22;-4,6;758.8;3;32,5
16;2;1;-6,8;759.4;2;24,2
16;2;4;-8,9;760.3;2;16,5
16;2;7;-10,2;760.7;2;15,5
16;2;10;-9,9;760.6;2;8
16;2;13;-4,1;760.3;0;3,5
16;2;16;-2,9;758.8;1;5,1
16;2;19;-4,7;757.7;2;21,1
16;2;22;-7,9;756.8;2;25,8
17;2;1;-8,8;755.3;2;20,8
17;2;4;-9,7;753.2;2;22,9
17;2;7;-9,3;750.9;2;15,3
17;2;10;-7,4;748.9;4;10,6
17;2;13;-4,5;747.7;3;9,5
17;2;16;-4;746.3;4;9,7
17;2;19;-3,5;745.4;2;18,1
17;2;22;-3,2;744.7;3;17,1
18;2;1;-2,3;743.9;2;11,5
18;2;4;-1,6;743.3;2;9
18;2;7;-0,2;742.9;2;10,3
18;2;10;0,9;743.2;3;8,7
18;2;13;2,2;743.3;3;0,9
18;2;16;3;743.1;4;0
18;2;19;2,1;743.4;2;11,1
18;2;22;1,7;743.6;2;15,5
19;2;1;1,2;743.5;3;11
19;2;4;1,1;744.8;3;11,8
19;2;7;0,4;745.9;2;14,3
19;2;10;0,6;746.8;3;5
19;2;13;1,9;746.5;3;2,7
19;2;16;2,5;745.1;4;5,5
19;2;19;2,1;743.5;3;19,9
19;2;22;0,8;742.3;4;17,9
20;2;1;0,9;741.5;4;14,6
20;2;4;1,6;740.8;4;8,5
20;2;7;1,3;739.9;4;7,8
20;2;10;2,1;739.1;4;0,3
20;2;13;2,6;738.7;4;0
20;2;16;3,1;738.1;3;0
20;2;19;2,7;737.1;5;0,4
20;2;22;2,3;736.1;5;3,8
21;2;1;2,3;734.5;4;0
21;2;4;1,2;732.9;2;0
21;2;7;0,6;730.6;3;0
21;2;10;0,9;729.1;4;3,3
21;2;13;1,1;728.3;3;4,9
21;2;16;0,8;727.5;3;3
21;2;19;0,5;727.2;3;7,8
21;2;22;0,7;727.4;3;14,2
22;2;1;0,9;728.4;2;11,8
22;2;4;1;729.8;1;2,3
22;2;7;1;731.0;1;4,1
22;2;10;-0,7;733.0;3;2,2
22;2;13;-3,3;735.0;4;6,9
22;2;16;-3,9;736.0;3;8,9
22;2;19;-5,4;737.0;2;16,1
22;2;22;-6,5;736.9;2;16,3
23;2;1;-6,6;736.6;2;9,9
23;2;4;-6,5;735.5;2;10,6
23;2;7;-6,1;734.0;2;14,3
23;2;10;-4,5;732.4;3;13,5
23;2;13;-2,3;730.6;4;15,6
23;2;16;-1,1;728.9;3;16,1
23;2;19;-0,8;728.3;1;26
23;2;22;-0,7;728.8;0;19,2
24;2;1;-2,1;729.8;1;13,3
24;2;4;-1,8;730.8;2;18,3
24;2;7;-0,2;731.5;2;18,2
24;2;10;0,6;732.4;2;16,2
24;2;13;1,9;731.5;2;20,4
24;2;16;0,9;729.5;3;17
24;2;19;0,7;727.1;3;17,3
24;2;22;2,4;726.4;4;16,2
25;2;1;2,8;726.8;3;13,8
25;2;4;1,1;729.7;4;19
25;2;7;-1;732.7;4;17,2
25;2;10;-2;734.5;3;12,1
25;2;13;-0,9;735.2;3;7,2
25;2;16;1;735.5;4;11,5
25;2;19;-1,3;736.0;3;9,9
25;2;22;-1,7;737.0;3;10
26;2;1;-2;737.5;2;7,2
26;2;4;-3;738.6;4;6,1
26;2;7;-5,7;741.1;3;8,4
26;2;10;-4,8;742.0;2;7,5
26;2;13;-3,3;742.7;4;5,9
26;2;16;-0,7;742.0;3;9,1
26;2;19;-1,4;741.5;3;12
26;2;22;-1,9;740.9;2;11,9
27;2;1;-2,8;739.3;4;10
27;2;4;-2,2;737.7;3;10,7
27;2;7;-1,2;737.2;2;13,8
27;2;10;-0,3;737.6;2;14,4
27;2;13;1;738.3;2;22,3
27;2;16;2,3;739.6;1;18,9
27;2;19;1,2;741.7;2;17,8
27;2;22;0,6;744.5;2;16,3
28;2;1;-0,2;746.5;1;11,7
28;2;4;-0,8;748.5;2;11,6
28;2;7;-1,4;750.0;1;12,3
28;2;10;-1,2;751.3;1;7,3
28;2;13;1,6;751.8;2;5,1
28;2;16;2,3;751.4;3;6,3
28;2;19;1,5;750.8;2;10,9
28;2;22;1;750.2;2;15,8
1;3;1;1,5;749.6;3;13
1;3;4;2,1;748.6;3;5,4
1;3;7;2,3;747.2;3;3
1;3;10;2,6;747.1;5;1
1;3;13;3,3;747.1;3;0
1;3;16;5;746.4;3;0
1;3;19;3,4;745.9;4;0
1;3;22;2,7;745.8;2;0
2;3;1;3,4;745.6;2;0
2;3;4;2,9;745.3;3;0
2;3;7;2,9;744.6;2;0
2;3;10;2,6;743.9;3;0
2;3;13;2,6;743.3;3;0
2;3;16;2,9;742.4;3;0
2;3;19;1,9;742.5;3;7,9
2;3;22;1,3;742.6;3;25,3
3;3;1;0,5;743.2;2;17,1
3;3;4;0,9;743.7;1;13,9
3;3;7;0,7;743.5;1;12
3;3;10;0,9;743.0;2;2,5
3;3;13;2,2;742.4;2;0
3;3;16;4;741.0;4;4,2
3;3;19;3,3;741.0;3;41,1
3;3;22;3,1;741.5;4;40
4;3;1;2,4;742.6;3;32,8
4;3;4;1,5;744.6;2;41
4;3;7;1,2;746.4;2;44,7
4;3;10;1,5;747.6;2;42,5
4;3;13;3,7;748.3;3;51,6
4;3;16;4,8;748.7;3;48,9
4;3;19;3,9;749.2;3;60,5
4;3;22;2,7;749.8;2;53,6
5;3;1;1,6;750.0;3;61,4
5;3;4;0,7;749.4;2;65,7
5;3;7;0,7;747.8;3;67,2
5;3;10;2,2;746.8;3;68,9
5;3;13;4;745.9;4;85
5;3;16;4;745.0;3;90
5;3;19;3,2;745.0;3;90
5;3;22;2,6;745.3;1;90
6;3;1;1,7;745.2;0;89,5
6;3;4;1,4;745.0;1;83,8
6;3;7;1,2;745.2;1;65
6;3;10;0,5;745.9;2;25,5
6;3;13;-0,2;747.0;3;20
6;3;16;-0,9;748.3;3;26,4
6;3;19;-1,6;749.5;3;56
6;3;22;-1,6;750.2;2;45
7;3;1;-1,6;750.3;2;37,2
7;3;4;-1,4;750.9;2;39,7
7;3;7;-1,2;751.8;2;30,6
7;3;10;-0,5;752.8;2;17,8
7;3;13;0,4;753.8;3;26,8
7;3;16;1,3;754.6;2;22,4
7;3;19;1,6;755.3;3;17,6
7;3;22;0,9;756.4;2;9
8;3;1;-0,3;757.2;2;0
8;3;4;-1,2;757.9;3;1,1
8;3;7;-1,8;758.7;2;3,7
8;3;10;-0,7;759.6;1;2,2
8;3;13;1,7;760.2;2;7,7
8;3;16;5,2;760.2;2;9
8;3;19;5,1;760.0;1;29,8
8;3;22;1,7;760.2;1;38,9
9;3;1;1,6;760.2;1;29,2
9;3;4;1,2;760.2;1;22,3
9;3;7;-0,3;760.0;1;22,2
9;3;10;0;760.0;2;8,1
9;3;13;5,9;759.4;2;13,1
9;3;16;9,6;758.9;3;8,9
9;3;19;6,8;758.0;2;16,8
9;3;22;2,9;758.0;2;34,8
10;3;1;1,4;757.8;2;23,6
10;3;4;-0,3;757.4;1;20,3
10;3;7;-1,5;756.4;2;12,1
10;3;10;0,6;755.9;2;6,9
10;3;13;6,3;754.9;4;17,1
10;3;16;8,6;754.0;5;21,5
10;3;19;5,4;753.5;3;41,7
10;3;22;2,3;754.0;3;43,5
11;3;1;0,4;754.2;2;33,9
11;3;4;0;753.9;2;21,6
11;3;7;-0,7;754.0;2;30,1
11;3;10;1,3;754.8;3;42,8
11;3;13;5,7;754.7;1;48,7
11;3;16;6;754.4;1;66,2
11;3;19;5,8;754.1;1;75,6
11;3;22;3,4;755.0;0;70,8
12;3;1;1,2;755.3;2;50,7
12;3;4;-2,1;755.8;1;26,4
12;3;7;-3,3;756.3;1;11,9
12;3;10;-0,7;757.0;1;0
12;3;13;4,8;757.4;2;0
12;3;16;8,1;757.0;2;0
12;3;19;6;756.8;2;0
12;3;22;-0,4;757.2;1;11,3
13;3;1;-2,8;757.3;0;20,5
13;3;4;-4,2;757.3;1;21,6
13;3;7;-4,8;757.1;1;17,4
13;3;10;-2;757.6;0;4,7
13;3;13;3,4;757.3;1;9
13;3;16;5,9;756.8;1;3,4
13;3;19;4,6;756.4;1;0
13;3;22;0,1;756.7;0;6,8
14;3;1;-2;756.7;0;8,7
14;3;4;-4;756.9;0;11,7
14;3;7;-4,7;756.9;0;7,1
14;3;10;-0,4;757.5;1;4,4
